,day,IM,REIM,year,city,location,department,lon,lat,temperature
1,50,0,NA,2018,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
2,57,0,NA,2018,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
3,64,14,NA,2018,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
4,71,6,NA,2018,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
5,78,15,NA,2018,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
6,85,20,NA,2018,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
7,92,25,NA,2018,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
8,99,80,NA,2018,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
9,106,100,NA,2018,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
10,113,60,NA,2018,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
11,120,90,NA,2018,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
12,127,20,NA,2018,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
13,134,22,NA,2018,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
14,141,10,0,2018,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
15,148,5,5,2018,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
16,155,2,42,2018,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
17,162,0,50,2018,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
18,53,0,NA,2019,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
19,57,30,NA,2019,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
20,63,56,NA,2019,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
21,70,40,NA,2019,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
22,79,200,NA,2019,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
23,84,240,NA,2019,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
24,91,120,NA,2019,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
25,98,100,NA,2019,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
26,107,140,NA,2019,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
27,112,200,NA,2019,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
28,119,140,NA,2019,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
29,126,140,NA,2019,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
30,133,60,NA,2019,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
31,140,100,0,2019,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
32,147,60,2,2019,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
33,154,15,50,2019,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
34,161,8,128,2019,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
35,169,0,140,2019,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
36,175,0,20,2019,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
37,182,NA,20,2019,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
38,189,NA,8,2019,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
39,99,180,NA,2020,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
40,104,240,NA,2020,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
41,111,140,NA,2020,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
42,118,110,NA,2020,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
43,125,60,NA,2020,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
44,133,10,NA,2020,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
45,139,8,0,2020,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
46,146,8,12,2020,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
47,153,8,40,2020,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
48,160,0,NA,2020,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
49,186,NA,5,2020,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
50,188,NA,5,2020,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
51,195,NA,5,2020,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
52,89,91,NA,2021,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
53,96,284,NA,2021,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
54,103,131,NA,2021,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
55,110,140,NA,2021,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
56,117,67,NA,2021,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
57,124,40,NA,2021,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
58,131,5,NA,2021,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
59,138,20,NA,2021,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
60,145,14,NA,2021,Valais Suisse,Chateauneuf,Switzerland,7.338532,46.213454,NA
61,31,0,NA,2001,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,11.9
62,45,10,NA,2001,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,11.2
63,52,8,NA,2001,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,10.1
64,59,3,NA,2001,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,8.9
65,66,10,NA,2001,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,-0.6
66,73,14,NA,2001,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,1.6
67,80,25,NA,2001,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,4.4
68,87,21,NA,2001,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,16.2
69,94,14,NA,2001,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,11
70,108,0,NA,2001,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,10.5
71,115,0,NA,2001,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,7.8
72,122,0,NA,2001,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,7.5
73,129,0,0,2001,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,4.1
74,136,NA,1,2001,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,1.3
75,143,NA,10,2001,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,5.3
76,150,NA,2,2001,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,5.1
77,157,NA,5,2001,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,10.9
78,164,NA,0,2001,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,12.3
79,171,NA,0,2001,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,9.7
80,178,NA,1,2001,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,7.7
81,185,NA,0,2001,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,9.6
82,192,NA,0,2001,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,10.1
83,30,0,NA,2002,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,8.7
84,37,4,NA,2002,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,11.1
85,44,8,NA,2002,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,4.6
86,51,22,NA,2002,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,0.1
87,58,15,NA,2002,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,4.1
88,65,13,NA,2002,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,7.4
89,72,20,NA,2002,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,8.3
90,79,24,NA,2002,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,8.3
91,86,7,NA,2002,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,11.2
92,93,10,NA,2002,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,12
93,100,3,NA,2002,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,6.3
94,107,4,0,2002,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,11.6
95,114,5,1,2002,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,9.5
96,121,0,3,2002,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,9.4
97,128,NA,18,2002,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,6.9
98,135,NA,17,2002,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,5
99,142,NA,21,2002,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,10.9
100,149,NA,57,2002,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,12.1
101,156,NA,1,2002,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,9.1
102,163,NA,10,2002,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,-1.1
103,170,NA,0,2002,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,5.5
104,177,NA,0,2002,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,2.7
105,29,0,NA,2003,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,15.2
106,36,2,NA,2003,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,5
107,43,4,NA,2003,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,3.1
108,50,5,NA,2003,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,4.3
109,57,3,NA,2003,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,3.8
110,64,1,NA,2003,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,3.6
111,71,6,NA,2003,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,6.9
112,78,15,NA,2003,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,4.7
113,85,11,NA,2003,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,6.1
114,92,13,NA,2003,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,2.1
115,99,6,NA,2003,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,0.4
116,106,2,NA,2003,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,6.5
117,113,0,0,2003,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,0.6
118,120,0,0,2003,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,1.6
119,127,NA,0,2003,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,8.9
120,134,NA,3,2003,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,10.2
121,141,NA,10,2003,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,13
122,148,NA,7,2003,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,7.5
123,155,NA,5,2003,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,2
124,162,NA,0,2003,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,8.7
125,169,NA,0,2003,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,9.9
126,176,NA,0,2003,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,10.7
127,183,NA,0,2003,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,9.8
128,21,0,NA,2004,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,8
129,28,4,NA,2004,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,6.3
130,35,7,NA,2004,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,8.5
131,42,7,NA,2004,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,0.2
132,49,4,NA,2004,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,1.2
133,56,1,NA,2004,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,0.6
134,63,5,NA,2004,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,6.2
135,70,9,NA,2004,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,17.3
136,77,0,NA,2004,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,17.5
137,84,12,NA,2004,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,13.3
138,91,5,NA,2004,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,8.9
139,98,5,NA,2004,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,12
140,105,2,NA,2004,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,14.1
141,112,0,0,2004,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,11
142,119,0,0,2004,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,6.4
143,126,0,0,2004,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,13
144,133,NA,0,2004,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,16
145,140,NA,0,2004,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,7.2
146,147,NA,4,2004,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,4.4
147,154,NA,23,2004,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,7.2
148,161,NA,11,2004,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,10.3
149,168,NA,7,2004,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,11.5
150,175,NA,5,2004,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,9.9
151,182,NA,0,2004,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,8.7
152,5,0,NA,2005,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,16
153,12,1,NA,2005,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,15.6
154,33,3,NA,2005,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,2.9
155,47,2,NA,2005,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,12.8
156,54,1,NA,2005,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,12.2
157,68,3,NA,2005,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,5.6
158,75,7,NA,2005,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,6.5
159,82,54,NA,2005,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,3.1
160,89,30,NA,2005,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,1.5
161,96,21,NA,2005,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,4.4
162,103,13,NA,2005,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,9.6
163,110,15,NA,2005,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,12.3
164,117,0,0,2005,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,9.5
165,124,0,1,2005,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,9
166,131,0,0,2005,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,1.6
167,138,NA,5,2005,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,3.8
168,145,NA,20,2005,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,7
169,152,NA,11,2005,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,10.5
170,159,NA,5,2005,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,15.5
171,166,NA,3,2005,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,15
172,173,NA,0,2005,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,14.5
173,180,NA,0,2005,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,10.8
174,11,0,NA,2006,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,8.1
175,18,0,NA,2006,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,6.9
176,25,0,NA,2006,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,6.9
177,32,0,NA,2006,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,2
178,39,0,NA,2006,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,5.4
179,46,0,NA,2006,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,9.7
180,53,0,NA,2006,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,9.8
181,60,3,NA,2006,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,11.2
182,67,12,NA,2006,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,4.7
183,74,9,NA,2006,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,8
184,81,6,NA,2006,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,2.9
185,88,14,NA,2006,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,9
186,95,3,NA,2006,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,7.8
187,102,5,NA,2006,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,10.1
188,109,1,NA,2006,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,8.9
189,116,0,0,2006,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,6.3
190,123,0,0,2006,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,1.5
191,130,NA,1,2006,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,5.6
192,144,NA,36,2006,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,13.2
193,151,NA,10,2006,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,7.8
194,158,NA,2,2006,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,6.3
195,165,NA,2,2006,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,12.9
196,172,NA,0,2006,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,12.7
197,10,1,NA,2007,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,9.1
198,17,7,NA,2007,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,11
199,31,11,NA,2007,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,14.8
200,45,66,NA,2007,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,17
201,52,55,NA,2007,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,12.5
202,59,79,NA,2007,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,3.8
203,66,96,NA,2007,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,15.9
204,73,55,NA,2007,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,10.2
205,80,30,NA,2007,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,9.3
206,87,17,NA,2007,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,15.4
207,94,34,NA,2007,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,16.6
208,101,16,NA,2007,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,15.6
209,108,9,NA,2007,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,13.8
210,115,0,0,2007,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,8.4
211,122,0,0,2007,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,8.7
212,129,NA,5,2007,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,7.9
213,136,NA,19,2007,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,6.7
214,143,NA,22,2007,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,9.3
215,150,NA,13,2007,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,19.4
216,157,NA,4,2007,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,18.5
217,164,NA,0,2007,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,14.9
218,171,NA,0,2007,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,8.6
219,16,0,NA,2008,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,7.2
220,23,1,NA,2008,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,11.5
221,29,9,NA,2008,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,11.3
222,37,2,NA,2008,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,10.1
223,43,10,NA,2008,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,16.9
224,51,10,NA,2008,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,8.8
225,58,12,NA,2008,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,11.6
226,65,20,NA,2008,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,10.3
227,73,46,NA,2008,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,9.9
228,78,65,NA,2008,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,11.7
229,93,17,NA,2008,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,11
230,100,4,NA,2008,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,7.2
231,107,3,0,2008,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,5.8
232,121,0,1,2008,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,7
233,128,0,4,2008,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,9.8
