,day,IM,REIM,year,city,location,department,lon,lat,temperature
234,134,NA,12,2008,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,14.9
235,142,NA,16,2008,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,18.3
236,149,NA,7,2008,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,17.1
237,156,NA,2,2008,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,9.5
238,163,NA,0,2008,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,5.7
239,21,0,NA,2009,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,6.7
240,35,1,NA,2009,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,4.3
241,42,1,NA,2009,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,5.7
242,49,1,NA,2009,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,2.7
243,56,0,NA,2009,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,-0.6
244,63,13,NA,2009,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,0.8
245,70,3,NA,2009,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,4.1
246,77,5,NA,2009,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,7.7
247,84,20,NA,2009,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,8.9
248,91,17,NA,2009,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,0.1
249,98,16,NA,2009,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,-0.8
250,105,5,NA,2009,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,7.7
251,112,0,NA,2009,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,7.3
252,119,2,NA,2009,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,5.3
253,126,4,0,2009,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,11.2
254,133,0,0,2009,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,12.1
255,140,NA,18,2009,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,4.9
256,147,NA,79,2009,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,7.2
257,154,NA,22,2009,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,6.8
258,161,NA,11,2009,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,6.1
259,168,NA,3,2009,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,6.3
260,175,NA,0,2009,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,7
261,20,0,NA,2010,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,5.1
262,27,0,NA,2010,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,4
263,48,0,NA,2010,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,0.6
264,55,0,NA,2010,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,2.4
265,76,1,NA,2010,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,1.5
266,83,1,NA,2010,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,0.1
267,90,13,NA,2010,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,-0.8
268,97,1,NA,2010,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,3.7
269,104,7,NA,2010,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,6.6
270,111,0,NA,2010,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,8.8
271,118,0,NA,2010,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,12.9
272,132,NA,0,2010,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,11.8
273,139,NA,0,2010,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,2.9
274,146,NA,1,2010,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,5.1
275,153,NA,4,2010,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,7.7
276,160,NA,5,2010,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,10.6
277,167,NA,1,2010,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,9.1
278,174,NA,1,2010,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,10.9
279,181,NA,0,2010,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,9.6
280,11,0,NA,2012,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,11.6
281,18,2,NA,2012,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,9.5
282,25,0,NA,2012,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,6.5
283,32,0,NA,2012,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,12
284,39,0,NA,2012,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,16.3
285,45,0,NA,2012,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,11.8
286,52,1,NA,2012,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,11.4
287,59,3,NA,2012,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,12
288,67,10,NA,2012,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,9.2
289,74,28,NA,2012,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,6.3
290,22,0,NA,2014,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,13.8
291,30,2,NA,2014,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,13.8
292,37,9,NA,2014,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,13.6
293,44,8,NA,2014,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,9.5
294,51,1,NA,2014,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,10.5
295,58,10,NA,2014,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,11.4
296,65,8,NA,2014,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,9.4
297,72,32,NA,2014,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,10.3
298,79,47,NA,2014,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,11.5
299,86,24,NA,2014,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,13.4
300,100,10,NA,2014,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,10.4
301,21,0,NA,2015,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,19.3
302,28,1,NA,2015,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,15.6
303,35,8,NA,2015,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,5.3
304,42,NA,NA,2015,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,4.8
305,49,14,NA,2015,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,9.6
306,70,9,NA,2015,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,18.9
307,77,65,NA,2015,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,21.1
308,91,20,NA,2015,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,0.8
309,98,9,NA,2015,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,5.7
310,105,1,NA,2015,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,5.8
311,112,0,NA,2015,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,9
312,13,0,NA,2016,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,12.8
313,20,2,NA,2016,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,8.5
314,27,5,NA,2016,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,14
315,34,7,NA,2016,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,10.5
316,41,22,NA,2016,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,8.9
317,48,24,NA,2016,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,10
318,55,15,NA,2016,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,16
319,62,2,NA,2016,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,14.3
320,90,0,NA,2016,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,8.1
321,97,5,NA,2016,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,8.8
322,104,0,NA,2016,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,5.4
323,111,0,NA,2016,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,10.2
324,118,0,NA,2016,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,8.1
325,125,0,NA,2016,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,7
326,132,0,NA,2016,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,7.4
327,39,0,NA,2017,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,6.3
328,46,1,NA,2017,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,11.7
329,53,3,NA,2017,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,13.9
330,60,3,NA,2017,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,11.5
331,67,8,NA,2017,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,7.4
332,74,17,NA,2017,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,10.5
333,81,0,NA,2017,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,7.7
334,17,0,NA,2018,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,17.4
335,24,1,NA,2018,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,15.3
336,31,7,NA,2018,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,17.2
337,45,4,NA,2018,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,13.1
338,59,5,NA,2018,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,6.2
339,66,9,NA,2018,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,8.6
340,73,21,NA,2018,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,7.1
341,87,13,NA,2018,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,9.3
342,94,9,NA,2018,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,11.4
343,101,13,NA,2018,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,8.7
344,108,1,NA,2018,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,8.4
345,115,1,NA,2018,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,7.6
346,9,0,NA,2019,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,7.8
347,16,2,NA,2019,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,8.3
348,23,0,NA,2019,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,9.4
349,30,1,NA,2019,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,9.5
350,37,1,NA,2019,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,14.9
351,44,0,NA,2019,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,10.5
352,65,24,NA,2019,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,11.3
353,72,21,NA,2019,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,5.9
354,79,34,NA,2019,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,4.3
355,86,21,NA,2019,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,7.6
356,93,10,NA,2019,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,10.6
357,100,13,NA,2019,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,12.9
358,107,2,NA,2019,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,12.5
359,114,4,NA,2019,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,10.5
360,135,NA,23,2019,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,10.4
361,22,0,NA,2020,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,14.1
362,36,8,NA,2020,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,12.2
363,43,15,NA,2020,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,2.9
364,50,56,NA,2020,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,7.6
365,57,77,NA,2020,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,13.1
366,64,61,NA,2020,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,6.1
367,71,83,NA,2020,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,11.5
368,78,56,NA,2020,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,13.2
369,85,51,NA,2020,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,12.2
370,92,33,NA,2020,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,3.7
371,106,9,NA,2020,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,8
372,113,4,NA,2020,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,4.6
373,120,1,NA,2020,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,5
374,127,0,NA,2020,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,9
375,20,3,NA,2021,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,NA
376,27,5,NA,2021,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,NA
377,34,10,NA,2021,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,NA
378,41,20,NA,2021,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,NA
379,55,41,NA,2021,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,NA
380,62,31,NA,2021,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,NA
381,69,28,NA,2021,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,NA
382,76,10,NA,2021,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,NA
383,90,1,NA,2021,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,NA
384,97,4,NA,2021,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,NA
385,104,1,NA,2021,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,NA
386,118,0,NA,2021,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,NA
387,132,NA,NA,2021,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,NA
388,139,NA,88,2021,Torreilles,Sica Centrex,Pyrenees Orientales,2.978153,42.755583,NA
389,60,0,NA,2012,Montauban,Massif,Tarn et Garonne,1.35,44.0167,9
390,65,0,NA,2012,Montauban,Massif,Tarn et Garonne,1.35,44.0167,7.3
391,72,5,NA,2012,Montauban,Massif,Tarn et Garonne,1.35,44.0167,3.2
392,79,7,NA,2012,Montauban,Massif,Tarn et Garonne,1.35,44.0167,5.3
393,86,4,NA,2012,Montauban,Massif,Tarn et Garonne,1.35,44.0167,9.9
394,66,7,NA,2014,Montauban,Massif,Tarn et Garonne,1.35,44.0167,11.4
395,73,6,NA,2014,Montauban,Massif,Tarn et Garonne,1.35,44.0167,8.7
396,76,5,NA,2014,Montauban,Massif,Tarn et Garonne,1.35,44.0167,7.1
397,83,1,NA,2014,Montauban,Massif,Tarn et Garonne,1.35,44.0167,8.5
398,93,3,NA,2014,Montauban,Massif,Tarn et Garonne,1.35,44.0167,13.6
399,99,2,NA,2014,Montauban,Massif,Tarn et Garonne,1.35,44.0167,8.9
400,48,0,NA,2015,Montauban,Massif,Tarn et Garonne,1.35,44.0167,6.1
401,55,0,NA,2015,Montauban,Massif,Tarn et Garonne,1.35,44.0167,6.7
402,62,0,NA,2015,Montauban,Massif,Tarn et Garonne,1.35,44.0167,12.1
403,69,1,NA,2015,Montauban,Massif,Tarn et Garonne,1.35,44.0167,14.4
404,76,3,NA,2015,Montauban,Massif,Tarn et Garonne,1.35,44.0167,9.5
405,83,6,NA,2015,Montauban,Massif,Tarn et Garonne,1.35,44.0167,10.8
406,90,12,NA,2015,Montauban,Massif,Tarn et Garonne,1.35,44.0167,0.3
407,97,0,NA,2015,Montauban,Massif,Tarn et Garonne,1.35,44.0167,6.1
408,104,0,NA,2015,Montauban,Massif,Tarn et Garonne,1.35,44.0167,7.6
409,26,0,NA,2016,Montauban,Massif,Tarn et Garonne,1.35,44.0167,10.6
410,33,0,NA,2016,Montauban,Massif,Tarn et Garonne,1.35,44.0167,9.1
411,40,2,NA,2016,Montauban,Massif,Tarn et Garonne,1.35,44.0167,6.5
412,47,4,NA,2016,Montauban,Massif,Tarn et Garonne,1.35,44.0167,8.4
413,54,1,NA,2016,Montauban,Massif,Tarn et Garonne,1.35,44.0167,14.4
414,68,3,NA,2016,Montauban,Massif,Tarn et Garonne,1.35,44.0167,10
415,75,25,NA,2016,Montauban,Massif,Tarn et Garonne,1.35,44.0167,8.6
416,82,28,NA,2016,Montauban,Massif,Tarn et Garonne,1.35,44.0167,10.3
417,89,38,NA,2016,Montauban,Massif,Tarn et Garonne,1.35,44.0167,7.5
418,96,14,NA,2016,Montauban,Massif,Tarn et Garonne,1.35,44.0167,6.2
419,103,5,NA,2016,Montauban,Massif,Tarn et Garonne,1.35,44.0167,8.3
420,110,4,NA,2016,Montauban,Massif,Tarn et Garonne,1.35,44.0167,9.4
421,124,2,NA,2016,Montauban,Massif,Tarn et Garonne,1.35,44.0167,0.9
422,131,1,NA,2016,Montauban,Massif,Tarn et Garonne,1.35,44.0167,-0.8
423,138,0,NA,2016,Montauban,Massif,Tarn et Garonne,1.35,44.0167,4
424,53,0,NA,2017,Montauban,Massif,Tarn et Garonne,1.35,44.0167,NA
425,60,0,NA,2017,Montauban,Massif,Tarn et Garonne,1.35,44.0167,-0.2
426,67,5,NA,2017,Montauban,Massif,Tarn et Garonne,1.35,44.0167,2
427,74,12,NA,2017,Montauban,Massif,Tarn et Garonne,1.35,44.0167,5.5
428,81,17,NA,2017,Montauban,Massif,Tarn et Garonne,1.35,44.0167,5.4
429,88,16,NA,2017,Montauban,Massif,Tarn et Garonne,1.35,44.0167,10.9
430,95,1,NA,2017,Montauban,Massif,Tarn et Garonne,1.35,44.0167,11.5
431,102,0,NA,2017,Montauban,Massif,Tarn et Garonne,1.35,44.0167,6.9
432,109,0,NA,2017,Montauban,Massif,Tarn et Garonne,1.35,44.0167,5.9
433,51,0,NA,2018,Montauban,Massif,Tarn et Garonne,1.35,44.0167,12.5
434,58,0,NA,2018,Montauban,Massif,Tarn et Garonne,1.35,44.0167,6.2
435,65,0,NA,2018,Montauban,Massif,Tarn et Garonne,1.35,44.0167,6.6
436,72,1,NA,2018,Montauban,Massif,Tarn et Garonne,1.35,44.0167,8.5
437,79,4,NA,2018,Montauban,Massif,Tarn et Garonne,1.35,44.0167,8.5
438,86,8,NA,2018,Montauban,Massif,Tarn et Garonne,1.35,44.0167,7.8
439,93,8,NA,2018,Montauban,Massif,Tarn et Garonne,1.35,44.0167,8
440,100,2,NA,2018,Montauban,Massif,Tarn et Garonne,1.35,44.0167,0.3
441,107,5,NA,2018,Montauban,Massif,Tarn et Garonne,1.35,44.0167,5.6
442,114,0,NA,2018,Montauban,Massif,Tarn et Garonne,1.35,44.0167,5.9
443,121,0,NA,2018,Montauban,Massif,Tarn et Garonne,1.35,44.0167,11.3
444,43,0,NA,2019,Montauban,Massif,Tarn et Garonne,1.35,44.0167,-1.3
445,50,3,NA,2019,Montauban,Massif,Tarn et Garonne,1.35,44.0167,1
446,57,16,NA,2019,Montauban,Massif,Tarn et Garonne,1.35,44.0167,3.1
447,64,7,NA,2019,Montauban,Massif,Tarn et Garonne,1.35,44.0167,6.3
448,71,4,NA,2019,Montauban,Massif,Tarn et Garonne,1.35,44.0167,4.6
449,78,6,NA,2019,Montauban,Massif,Tarn et Garonne,1.35,44.0167,3.5
450,85,5,NA,2019,Montauban,Massif,Tarn et Garonne,1.35,44.0167,4
451,92,5,NA,2019,Montauban,Massif,Tarn et Garonne,1.35,44.0167,4
452,99,0,NA,2019,Montauban,Massif,Tarn et Garonne,1.35,44.0167,6.3
453,106,0,NA,2019,Montauban,Massif,Tarn et Garonne,1.35,44.0167,9.1
454,113,1,NA,2019,Montauban,Massif,Tarn et Garonne,1.35,44.0167,7.8
455,120,0,NA,2019,Montauban,Massif,Tarn et Garonne,1.35,44.0167,3.3
456,127,1,NA,2019,Montauban,Massif,Tarn et Garonne,1.35,44.0167,7.1
457,134,0,NA,2019,Montauban,Massif,Tarn et Garonne,1.35,44.0167,9.9
458,35,1,NA,2020,Montauban,Massif,Tarn et Garonne,1.35,44.0167,1.9
459,42,0,NA,2020,Montauban,Massif,Tarn et Garonne,1.35,44.0167,1
460,49,2,NA,2020,Montauban,Massif,Tarn et Garonne,1.35,44.0167,6.9
461,56,2,NA,2020,Montauban,Massif,Tarn et Garonne,1.35,44.0167,5.7
462,63,1,NA,2020,Montauban,Massif,Tarn et Garonne,1.35,44.0167,11.7
463,70,4,NA,2020,Montauban,Massif,Tarn et Garonne,1.35,44.0167,12.9
464,77,3,NA,2020,Montauban,Massif,Tarn et Garonne,1.35,44.0167,9.6
465,84,5,NA,2020,Montauban,Massif,Tarn et Garonne,1.35,44.0167,5
466,91,1,NA,2020,Montauban,Massif,Tarn et Garonne,1.35,44.0167,-1.9
467,98,0,NA,2020,Montauban,Massif,Tarn et Garonne,1.35,44.0167,-0.5
468,105,3,NA,2020,Montauban,Massif,Tarn et Garonne,1.35,44.0167,5.2
469,112,0,NA,2020,Montauban,Massif,Tarn et Garonne,1.35,44.0167,10.4
470,32,0,0,2021,Montauban,Massif,Tarn et Garonne,1.35,44.0167,NA
471,39,1,2,2021,Montauban,Massif,Tarn et Garonne,1.35,44.0167,NA
472,46,2,2,2021,Montauban,Massif,Tarn et Garonne,1.35,44.0167,NA
473,53,2,4,2021,Montauban,Massif,Tarn et Garonne,1.35,44.0167,NA
474,60,5,12,2021,Montauban,Massif,Tarn et Garonne,1.35,44.0167,NA
475,67,5,13,2021,Montauban,Massif,Tarn et Garonne,1.35,44.0167,NA
476,74,3,9,2021,Montauban,Massif,Tarn et Garonne,1.35,44.0167,NA
477,81,1,4,2021,Montauban,Massif,Tarn et Garonne,1.35,44.0167,NA
478,88,2,4,2021,Montauban,Massif,Tarn et Garonne,1.35,44.0167,NA
479,95,4,5,2021,Montauban,Massif,Tarn et Garonne,1.35,44.0167,NA
480,102,1,3,2021,Montauban,Massif,Tarn et Garonne,1.35,44.0167,NA
481,109,0,7,2021,Montauban,Massif,Tarn et Garonne,1.35,44.0167,NA
